 -180.000     0.000   -98.048  -131.514
 -179.000     0.000   -97.102  -130.756
 -178.000     0.000   -97.731  -132.786
 -177.000     0.000   -97.387  -131.776
 -176.000     0.000   -97.788  -132.331
 -175.000     0.000   -98.016  -130.593
 -174.000     0.000   -97.992  -128.969
 -173.000     0.000   -98.081  -135.170
 -172.000     0.000   -98.557  -132.200
 -171.000     0.000   -99.105  -134.234
 -170.000     0.000  -100.027  -132.628
 -169.000     0.000  -101.070  -130.590
 -168.000     0.000  -102.126  -127.335
 -167.000     0.000  -103.946  -115.903
 -166.000     0.000  -105.429  -108.741
 -165.000     0.000  -109.308   -86.854
 -164.000     0.000  -112.469   -74.595
 -163.000     0.000  -110.111   -15.423
 -162.000     0.000  -105.292    15.122
 -161.000     0.000  -104.092    34.792
 -160.000     0.000  -102.285    39.086
 -159.000     0.000  -100.211    48.787
 -158.000     0.000   -99.284    51.116
 -157.000     0.000   -99.420    49.982
 -156.000     0.000   -99.292    57.060
 -155.000     0.000   -99.160    53.962
 -154.000     0.000   -99.108    53.227
 -153.000     0.000  -100.487    54.354
 -152.000     0.000  -100.355    39.322
 -151.000     0.000  -100.393    21.008
 -150.000     0.000  -100.167    17.882
 -149.000     0.000   -99.001     9.520
 -148.000     0.000   -97.067     7.097
 -147.000     0.000   -96.724     8.953
 -146.000     0.000   -96.311     7.195
 -145.000     0.000   -96.408    15.387
 -144.000     0.000   -96.686    18.365
 -143.000     0.000   -97.425    24.445
 -142.000     0.000   -99.392    31.946
 -141.000     0.000  -102.195    36.995
 -140.000     0.000  -104.567    51.381
 -139.000     0.000  -112.932    50.842
 -138.000     0.000  -123.473   -87.151
 -137.000     0.000  -118.452  -123.148
 -136.000     0.000  -113.484   -67.282
 -135.000     0.000  -110.105   -39.203
 -134.000     0.000  -106.791    -6.166
 -133.000     0.000  -105.574    22.611
 -132.000     0.000  -102.143    36.368
 -131.000     0.000   -99.850    57.083
 -130.000     0.000   -98.897    61.301
 -129.000     0.000   -98.394    71.010
 -128.000     0.000   -98.845    77.442
 -127.000     0.000  -100.673    69.208
 -126.000     0.000  -102.007    51.229
 -125.000     0.000  -101.210    26.108
 -124.000     0.000   -98.649    14.118
 -123.000     0.000   -96.148     6.578
 -122.000     0.000   -94.479     7.800
 -121.000     0.000   -93.585    11.363
 -120.000     0.000   -93.372    16.134
 -119.000     0.000   -94.572    18.637
 -118.000     0.000   -96.200    18.206
 -117.000     0.000   -98.817     7.617
 -116.000     0.000  -100.108   -13.944
 -115.000     0.000   -98.083   -36.872
 -114.000     0.000   -95.673   -42.644
 -113.000     0.000   -94.212   -41.970
 -112.000     0.000   -93.101   -36.275
 -111.000     0.000   -92.734   -29.725
 -110.000     0.000   -93.161   -21.009
 -109.000     0.000   -93.772    -9.388
 -108.000     0.000   -95.357    -5.625
 -107.000     0.000   -98.627   -11.556
 -106.000     0.000  -101.177   -29.597
 -105.000     0.000   -99.558   -60.094
 -104.000     0.000   -96.480   -71.013
 -103.000     0.000   -93.711   -69.373
 -102.000     0.000   -91.909   -61.998
 -101.000     0.000   -90.900   -54.850
 -100.000     0.000   -91.468   -46.892
  -99.000     0.000   -92.324   -45.980
  -98.000     0.000   -94.643   -43.477
  -97.000     0.000   -96.936   -60.026
  -96.000     0.000   -98.631   -93.710
  -95.000     0.000   -95.178  -117.844
  -94.000     0.000   -92.380  -121.033
  -93.000     0.000   -90.418  -118.206
  -92.000     0.000   -89.655  -114.686
  -91.000     0.000   -89.540  -108.723
  -90.000     0.000   -90.207  -104.472
  -89.000     0.000   -91.553  -104.888
  -88.000     0.000   -93.988  -114.862
  -87.000     0.000   -94.875  -136.751
  -86.000     0.000   -93.156  -156.441
  -85.000     0.000   -90.487  -165.834
  -84.000     0.000   -88.586  -163.718
  -83.000     0.000   -87.357  -158.683
  -82.000     0.000   -87.022  -152.357
  -81.000     0.000   -87.240  -146.443
  -80.000     0.000   -88.330  -143.068
  -79.000     0.000   -90.108  -144.089
  -78.000     0.000   -92.471  -153.809
  -77.000     0.000   -93.002  -178.479
  -76.000     0.000   -90.873   163.219
  -75.000     0.000   -88.484   155.393
  -74.000     0.000   -86.523   156.835
  -73.000     0.000   -85.652   162.765
  -72.000     0.000   -85.276   169.326
  -71.000     0.000   -86.249   176.949
  -70.000     0.000   -87.498  -176.223
  -69.000     0.000   -90.180  -171.928
  -68.000     0.000   -95.057  -179.098
  -67.000     0.000   -99.280   126.192
  -66.000     0.000   -93.132    85.647
  -65.000     0.000   -88.861    84.446
  -64.000     0.000   -86.663    89.925
  -63.000     0.000   -85.195    97.467
  -62.000     0.000   -85.049   105.354
  -61.000     0.000   -85.552   112.258
  -60.000     0.000   -87.039   118.810
  -59.000     0.000   -90.163   121.115
  -58.000     0.000   -95.687   112.976
  -57.000     0.000   -98.953    43.016
  -56.000     0.000   -91.789     7.949
  -55.000     0.000   -87.354     6.023
  -54.000     0.000   -84.727     8.231
  -53.000     0.000   -83.176    12.013
  -52.000     0.000   -82.157    16.587
  -51.000     0.000   -81.693    19.948
  -50.000     0.000   -81.671    21.500
  -49.000     0.000   -81.779    21.807
  -48.000     0.000   -82.082    20.975
  -47.000     0.000   -82.374    17.924
  -46.000     0.000   -82.793    13.824
  -45.000     0.000   -82.952     9.637
  -44.000     0.000   -83.090     3.309
  -43.000     0.000   -83.250    -2.676
  -42.000     0.000   -83.320   -10.660
  -41.000     0.000   -83.151   -19.288
  -40.000     0.000   -82.578   -29.032
  -39.000     0.000   -81.584   -37.841
  -38.000     0.000   -80.346   -44.110
  -37.000     0.000   -78.962   -47.881
  -36.000     0.000   -77.611   -49.240
  -35.000     0.000   -76.396   -49.107
  -34.000     0.000   -75.321   -47.535
  -33.000     0.000   -74.451   -44.771
  -32.000     0.000   -73.748   -41.771
  -31.000     0.000   -73.234   -38.104
  -30.000     0.000   -72.881   -34.334
  -29.000     0.000   -72.612   -30.704
  -28.000     0.000   -72.535   -26.927
  -27.000     0.000   -72.506   -23.538
  -26.000     0.000   -72.572   -19.918
  -25.000     0.000   -72.724   -16.986
  -24.000     0.000   -72.948   -14.166
  -23.000     0.000   -73.164   -11.269
  -22.000     0.000   -73.438    -8.889
  -21.000     0.000   -73.650    -6.441
  -20.000     0.000   -73.855    -4.181
